age,nationality,fee_structure,loyalty_classification,estimated_income,superannuation_savings,amount_of_credit_cards,credit_card_balance,bank_loans,bank_deposits,checking_accounts,saving_accounts,foreign_currency_account,business_lending,properties_owned,risk_weighting,brid,genderid,tenure_year,total_assets,total_liabilities,net_worth,debt_to_income
42,European,Mid,Gold,223656.45,30746.24,3,1089.96,486874.06,42186.43,45516.93,8193.05,13025.49,971928.25,2,2,3,2,2013,139668.14,1459892.27,-1320224.13,6.527387294218432
43,Asian,Mid,Silver,233880.87,5531.35,1,10937.15,729742.35,1146381.81,335526.38,668070.31,87161.11,439707.05,0,4,1,2,2004,2242670.96,1180386.55,1062284.41,5.046956384248101
54,European,Mid,Gold,325866.66,6405.63,2,6912.26,136488.84,600544.06,233544.91,374116.71,35695.6,948872.23,0,3,2,1,2005,1250306.9100000001,1092273.33,158033.58000000007,3.3519026770029194
76,American,Low,Silver,94314.48,15868.8,1,8565.48,1459532.03,3760505.45,1867963.49,471906.57,77808.76,951559.94,3,5,3,2,2018,6194053.07,2419657.45,3774395.62,25.655206390365514
32,Australian,Low,Silver,274475.79,56993.09,1,1837.22,720813.94,1218779.87,511887.55,629134.17,4208.05,566092.45,0,3,4,1,2003,2421002.73,1288743.6099999999,1132259.12,4.695290648402906
22,European,Mid,Jade,381103.3,22245.55,1,4636.72,573978.5,592604.24,311896.97,103965.66,2487.8,2167704.06,0,4,1,2,2000,1033200.2200000001,2746319.2800000003,-1713119.06,7.206233270611932
75,European,High,Jade,185228.22,19918.6,2,1959.95,163347.16,469912.37,138209.52,265362.28,36333.33,946593.28,3,2,1,2,2020,929736.1,1111900.3900000001,-182164.29000000015,6.002867111717642
83,Asian,High,Gold,210650.82,28919.28,1,4093.55,707178.12,30355.17,17597.2,15045.61,4661.89,699099.2,1,3,1,1,2008,96579.15,1410370.87,-1313791.7200000002,6.695302064335663
24,American,Mid,Platinum,72484.3,14037.84,3,1117.01,353225.87,160468.52,187666.57,88529.66,11943.68,81281.23,2,1,2,2,2020,462646.27,435624.11,27022.160000000033,6.0099098701373945
26,European,Mid,Jade,264913.69,52901.25,1,4641.0,208822.95,1447898.55,630870.08,395276.3,31956.75,1421316.75,2,3,2,1,2009,2558902.9299999997,1634780.7,924122.2299999997,6.170993654574816
70,European,High,Platinum,345819.23,24722.72,1,2177.56,286200.71,1312115.54,493667.23,837675.35,53240.01,1279233.84,2,4,3,1,2020,2721420.85,1567612.11,1153808.74,4.533039154589524
29,European,Mid,Silver,168308.61,12991.26,2,2541.18,126578.89,105527.85,28492.52,68561.44,25353.58,785860.94,1,1,3,2,2019,240926.65000000002,914981.0099999999,-674054.3599999999,5.436329193141099
66,Asian,High,Platinum,95699.35,29523.37,3,3145.64,113185.12,68399.89,31090.86,50833.55,15264.66,938632.93,0,2,3,2,2016,195112.33,1054963.69,-859851.36,11.023728896800238
72,Asian,High,Silver,390347.05,32717.64,2,655.56,798844.1,272225.32,292023.52,239459.29,26341.15,759225.36,3,5,3,2,2008,862766.9200000002,1558725.02,-695958.0999999999,3.9931774045685757
57,American,Mid,Gold,142392.94,45693.12,1,6610.96,1055434.98,1200953.26,206533.36,692422.22,8896.81,2623231.49,1,2,3,2,2006,2154498.77,3685277.43,-1530778.6600000001,25.881040380232335
54,American,Low,Silver,379053.54,45646.51,1,3644.96,1787687.81,97304.56,59228.87,29191.37,19720.25,731342.34,3,4,3,2,2017,251091.56,2522675.11,-2271583.55,6.655194698880797
52,Australian,High,Gold,47929.95,17458.89,3,430.03,431728.82,27367.89,27025.79,6393.82,5921.0,385784.09,0,1,3,2,2019,84167.39,817942.9400000001,-733775.55,17.06538270955843
82,European,Mid,Jade,264217.61,31962.48,3,6889.08,531769.66,914049.58,582482.57,276007.13,76682.87,227082.93,3,4,4,2,2017,1881184.63,765741.6699999999,1115442.96,2.898147742688309
70,Asian,High,Gold,183031.56,35955.0,1,7551.25,534932.29,1058173.9,997359.31,249583.09,53740.42,1468926.01,0,4,4,2,2011,2394811.7199999997,2011409.55,383402.1699999997,10.98941379289998
39,American,High,Gold,58847.05,1731.01,1,3625.72,327630.0,640243.86,322360.54,96529.07,15337.68,475510.78,0,1,1,2,2018,1076202.16,806766.5,269435.6599999999,13.709548736937535
35,American,Mid,Jade,305474.84,55916.76,2,2999.95,1345293.0,269723.7,170684.53,48044.53,57586.11,1431928.0,3,2,2,1,1996,601955.63,2780220.95,-2178265.3200000003,9.101309129092268
60,European,High,Silver,307944.31,14357.46,2,4015.03,1321538.58,806858.37,256232.05,340952.18,104038.92,293342.93,2,3,3,1,2011,1522438.9799999997,1618896.54,-96457.56000000029,5.2571081440017515
31,Asian,Mid,Platinum,210111.51,37398.0,1,2337.17,0.0,81827.2,65013.39,28247.2,447.96,1162832.42,3,5,4,1,2011,212933.75,1165169.5899999999,-952235.8399999999,5.545481968122545
73,American,Mid,Jade,72711.11,13876.45,1,1623.58,282070.49,221793.11,89432.71,220004.46,14378.82,581719.41,3,1,1,2,2000,559485.5499999999,865413.48,-305927.93000000005,11.902080438601473
62,European,Low,Jade,153294.08,47332.48,1,3531.65,1032232.17,396539.89,178831.71,144853.69,7394.92,638836.61,1,2,1,1,2004,774952.6900000001,1674600.4300000002,-899647.7400000001,10.924103722726933
20,African,Low,Jade,365561.24,37850.85,1,2684.87,349750.23,54859.24,25252.67,57497.71,35152.9,1162829.24,1,5,1,2,1996,210613.37,1515264.3399999999,-1304650.9699999997,4.145035562304144
43,American,Mid,Jade,278325.13,31407.42,3,309.1,499815.56,334392.32,364337.9,103761.44,4084.6,486852.47,0,2,2,1,2014,837983.6799999999,986977.1299999999,-148993.44999999995,3.5461301320509575
40,American,High,Jade,64687.9,26213.12,2,4105.25,790835.81,444066.54,228377.08,132289.54,10837.34,1010949.41,2,2,2,1,2012,841783.62,1805890.4700000002,-964106.8500000002,27.916974735615163
40,American,High,Silver,49767.51,18779.1,1,1961.3,168992.5,219769.86,88217.48,60560.52,4503.67,279498.6,3,1,3,1,2019,391830.62999999995,450452.39999999997,-58621.77000000002,9.05113396269976
61,African,High,Jade,96837.0,22583.88,1,1942.2,638341.65,636611.63,417617.23,98089.12,31928.85,557118.9,3,1,3,2,2015,1206830.71,1197402.75,9427.959999999963,12.365136776232225
17,European,High,Jade,112505.67,11242.8,2,711.99,223278.61,1109608.79,287676.35,635764.74,29880.74,86444.33,3,1,3,1,2004,2074173.4200000002,310434.93,1763738.4900000002,2.759282532160379
49,Asian,High,Silver,432010.28,23347.32,1,2651.85,863853.28,251496.87,246924.2,182998.27,43754.04,589717.28,3,4,3,1,2016,748520.7,1456222.4100000001,-707701.7100000002,3.3708049956589
19,European,Low,Jade,113684.56,5710.4,1,1165.52,412964.8,111178.81,53365.83,67359.54,20072.4,159087.32,3,1,3,2,2010,257686.97999999998,573217.64,-315530.66000000003,5.042176703679022
50,American,Mid,Gold,69433.57,29961.25,1,5019.15,1145286.56,985148.61,271765.13,415800.66,36300.29,296777.18,1,2,3,2,2019,1738975.94,1447082.89,291893.05000000005,20.841257190145917
80,African,Mid,Jade,129996.19,7533.34,1,1028.05,447947.22,1013124.65,312220.8,240473.74,55125.97,983046.29,3,1,3,2,2016,1628478.5,1432021.56,196456.93999999994,11.015873311363972
62,American,High,Jade,100901.3,21168.0,2,3312.76,50876.78,505043.45,271089.5,81215.44,5030.64,871845.41,2,2,4,2,2012,883547.0299999999,926034.9500000001,-42487.92000000016,9.177631507225378
20,European,High,Jade,167943.88,14054.01,1,2149.58,665637.27,153113.14,137579.92,64928.85,33865.28,287653.77,2,2,4,1,2016,403541.20000000007,955440.62,-551899.4199999999,5.689046960210756
84,European,Low,Platinum,131150.24,13680.75,1,3437.66,298772.43,647719.46,155009.78,438456.25,33521.18,584749.2,0,1,1,2,2002,1288387.42,886959.2899999999,401428.13,6.76292540524516
19,Australian,High,Silver,366034.24,17474.68,1,3038.1,559075.84,1532568.0,411176.78,951687.35,85826.79,1019083.44,2,3,2,2,2001,2998733.6,1581197.38,1417536.2200000002,4.319807294530698
76,European,High,Platinum,128380.31,39652.86,1,9587.91,2015150.96,570860.32,123126.74,124992.29,117978.06,2411017.44,2,4,3,2,2004,976610.2699999999,4435756.31,-3459146.0399999996,34.55168717071956
17,African,High,Jade,402930.83,9845.77,1,2162.17,395885.87,1070724.13,313136.3,508795.98,36525.71,2100375.89,0,3,4,1,2014,1939027.89,2498423.93,-559396.0400000003,6.200627363262325
61,European,High,Jade,480745.86,69602.45,2,3950.53,270004.92,1112801.54,381237.56,324567.12,49397.03,2296981.56,1,4,1,1,2009,1937605.7000000002,2570937.0100000002,-633331.31,5.34780894421015
69,European,High,Silver,113169.48,26216.72,1,2889.41,163914.44,545505.68,199432.18,286478.47,16409.78,417685.79,0,1,1,1,2001,1074042.83,584489.64,489553.19000000006,5.164728511609314
64,Asian,High,Jade,282986.86,4808.73,1,2710.46,672434.41,1503762.65,404859.17,989013.13,34105.44,2005275.83,0,3,1,2,1999,2936549.1199999996,2680420.7,256128.41999999946,9.471891027025071
63,American,High,Gold,79064.7,40560.0,3,1989.26,440512.8,478134.75,221991.13,125510.37,74812.92,1740979.24,3,2,2,1,2020,941009.17,2183481.3,-1242472.13,27.616386326641344
42,Asian,High,Jade,217152.92,40432.6,1,3213.6,442208.52,2150327.79,1075163.9,293878.13,60584.16,1148607.72,1,2,2,1,1995,3620386.58,1594029.8399999999,2026356.7400000002,7.340586716494532
56,Asian,High,Gold,205230.68,9475.87,1,2756.14,214775.49,129367.97,69069.34,27178.24,25903.44,1123659.93,2,2,3,2,2020,260994.86,1341191.56,-1080196.7000000002,6.535044175656389
56,European,Mid,Silver,141076.93,23841.48,1,7681.52,286219.49,1419823.59,691708.93,205328.33,44834.45,288474.22,2,2,3,1,2017,2385536.7800000003,582375.23,1803161.5500000003,4.128068494260543
40,American,High,Silver,89051.64,4331.32,2,502.5,234064.86,130298.13,163859.77,41616.43,15004.14,312536.73,1,1,3,1,2005,355109.79000000004,547104.09,-191994.29999999993,6.143672255783273
66,European,High,Jade,36306.25,5281.5,2,2902.89,509390.4,367935.51,96305.27,108454.55,7863.48,428419.33,0,1,3,1,2013,585840.31,940712.6200000001,-354872.31000000006,25.91048703735583
72,American,Low,Jade,131060.16,27387.8,1,1647.92,1230159.76,1476110.5,651789.05,380338.08,6394.51,377511.97,2,2,3,1,2020,2542019.9399999995,1609319.65,932700.2899999996,12.279243745772932
39,European,Mid,Silver,347873.76,8150.87,1,789.48,583355.94,474517.29,391992.54,103981.18,17619.71,1118741.15,3,4,3,1,2020,996261.59,1702886.5699999998,-706624.9799999999,4.895127962511458
24,European,Mid,Jade,53882.64,4068.8,3,3158.74,378781.62,1654622.91,596920.92,279191.43,16909.16,760984.25,0,1,3,2,1999,2551713.22,1142924.6099999999,1408788.6100000003,21.211369932876337
60,European,High,Jade,231058.46,15558.48,2,1811.87,852715.89,564498.46,204180.3,384459.49,37945.02,1037021.16,2,2,4,1,2020,1206641.75,1891548.92,-684907.1699999999,8.18645168846014
66,European,Mid,Silver,335256.24,59449.08,1,8125.45,1617781.81,1512888.59,564331.46,604555.08,51312.87,2094410.19,1,3,4,1,2011,2792537.08,3720317.45,-927780.3700000001,11.096937226283991
78,European,High,Jade,151559.32,17095.08,2,3992.64,342906.43,529821.65,384472.35,44730.08,45363.62,989413.39,0,1,1,2,2019,1021482.7799999999,1336312.46,-314829.68000000005,8.817091947892086
64,Asian,Mid,Jade,44123.98,8392.63,1,651.4,450969.08,380147.71,161149.57,183999.76,26413.51,487106.77,3,1,2,1,2019,760103.18,938727.25,-178624.06999999995,21.274763745246915
34,Australian,Mid,Gold,91594.72,27913.6,1,4577.2,1003171.83,809741.08,327010.82,447070.51,64132.12,1723533.66,2,2,3,2,2011,1675868.1300000001,2731282.69,-1055414.5599999998,29.819215452593774
79,European,High,Jade,196645.5,37964.5,2,3375.24,1206252.96,648147.54,265151.26,185213.07,7167.6,1549559.88,2,2,4,1,2021,1143643.9700000002,2759188.08,-1615544.1099999999,14.031280044547168
43,Asian,Low,Jade,361257.67,51674.68,1,8534.37,704827.56,298804.88,113256.69,72797.54,57647.55,1009649.66,0,3,1,1,2017,594181.3400000001,1723011.59,-1128830.25,4.7694809912271205
41,Asian,Mid,Gold,21741.38,6296.72,1,2407.21,327242.89,136512.06,106176.05,22650.89,3584.37,482143.47,2,1,1,2,2000,275220.08999999997,811793.5700000001,-536573.4800000001,37.3386404174896
26,European,High,Jade,285493.07,47536.45,1,741.33,395561.73,199546.75,171610.21,191085.97,14546.68,495808.95,2,2,1,1,2013,624326.0599999999,892112.01,-267785.95000000007,3.1248114358782857
71,Australian,Mid,Silver,264059.28,33093.98,1,327.78,315540.1,1114277.64,283136.12,453748.47,22427.82,1278613.86,3,2,2,1,2008,1906684.0299999998,1594481.7400000002,312202.2899999996,6.038347677082207
37,Asian,High,Jade,126030.66,32997.5,1,233.03,832160.64,296880.2,134398.47,80097.48,55982.76,1788185.99,0,2,2,2,2011,600356.41,2620579.66,-2020223.25,20.793191593220254
24,European,High,Jade,15919.48,4138.29,1,1165.88,345276.76,274261.19,188155.93,83681.55,1983.92,303565.97,2,1,3,2,2002,552220.8800000001,650008.61,-97787.72999999986,40.83102023432926
59,Asian,High,Jade,204822.53,31427.04,1,3446.88,717965.28,154796.16,125384.89,33528.85,13876.32,1058494.08,0,2,3,1,2001,359013.25999999995,1779906.2400000002,-1420892.9800000002,8.689992453466912
51,Asian,High,Jade,361269.3,7619.4,3,3861.98,272547.83,2720079.9,598417.58,1348615.61,90197.33,301316.93,0,4,3,1,2008,4764929.82,577726.74,4187203.08,1.5991581349425483
24,American,High,Silver,253010.88,47710.2,1,1862.35,484643.74,419094.98,120295.78,254367.37,37599.55,1506211.2,0,2,3,2,2018,879067.88,1992717.29,-1113649.4100000001,7.876014225159013
26,European,High,Gold,290646.58,44449.14,2,5444.05,1028198.96,267004.59,81951.9,224363.16,8894.54,162684.77,1,2,3,2,2000,626663.3300000001,1196327.78,-569664.45,4.116091027116163
43,European,High,Jade,86331.99,9527.85,1,1690.21,196482.65,46348.64,30457.68,32536.74,2377.89,204841.49,1,1,3,2,2015,121248.80000000002,403014.35,-281765.54999999993,4.6681925205245465
79,Asian,Low,Jade,70220.07,44668.12,3,3029.08,662458.18,667288.87,172780.15,499155.9,42742.38,1113544.32,1,2,3,2,2009,1426635.42,1779031.58,-352396.16000000015,25.33508696302923
84,European,High,Gold,92465.88,29491.8,1,26.57,66963.48,361818.94,371340.5,129873.96,23968.96,379833.8,1,1,4,2,2005,916494.1599999999,446823.85,469670.30999999994,4.832310577696335
53,Asian,Low,Platinum,87221.55,2728.2,2,802.95,438262.83,394022.59,141253.38,276559.25,8450.85,142895.84,2,1,4,1,2021,823014.2699999999,581961.62,241052.6499999999,6.672222862354544
50,European,High,Jade,191245.96,16513.92,1,5238.04,793387.37,1052777.8,614120.39,161425.93,8925.07,810082.34,0,2,1,2,1995,1853763.1099999999,1608707.75,245055.35999999987,8.41172148159365
85,American,High,Jade,33307.93,19066.56,2,513.92,178106.9,49529.08,29717.45,64558.9,7586.83,52604.64,1,1,2,2,1999,170458.81999999998,231225.46000000002,-60766.64000000004,6.942054339612219
69,American,High,Jade,161586.76,7485.06,1,5252.74,242336.75,173003.7,57667.9,84444.51,16147.24,468874.99,3,2,3,1,2001,338748.41,716464.48,-377716.07,4.4339306017398945
33,European,Mid,Silver,119834.04,25225.64,1,3593.7,591959.93,743986.89,631261.61,109418.68,21892.38,449730.43,1,2,4,2,2002,1531785.1999999997,1045284.06,486501.13999999966,8.722764082726412
43,American,High,Jade,89484.82,52357.66,1,2669.5,1386918.08,1020703.06,658210.38,283889.0,59460.56,2188771.16,3,4,1,1,2006,2074620.66,3578358.74,-1503738.0800000003,39.98844429703273
46,Asian,Mid,Gold,165293.45,6190.38,2,2340.37,564777.49,421648.8,318939.47,241583.14,8953.64,496335.29,0,1,1,1,2009,997315.43,1063453.15,-66137.71999999986,6.433728317728257
39,European,High,Silver,80619.06,16862.25,1,1269.9,228549.94,390933.73,113080.01,203705.55,20682.53,348280.65,0,1,1,2,1996,745264.0700000001,578100.49,167163.58000000007,7.170766937744003
35,Asian,High,Silver,74979.15,53063.4,1,377.66,737955.13,477508.08,349802.43,211602.71,22143.11,1252487.57,2,3,2,1,2007,1114119.73,1990820.36,-876700.6300000001,26.551652826152342
43,European,High,Gold,146047.74,18441.8,3,5151.74,911441.23,175550.17,65831.31,74023.65,37367.62,198312.82,2,2,2,1,2021,371214.55,1114905.79,-743691.24,7.6338448646997215
40,Asian,High,Jade,105795.48,4258.65,1,2754.12,482446.35,182978.34,47677.45,100663.86,18410.75,1015116.24,1,1,3,1,2021,353989.05,1500316.71,-1146327.66,14.181293094941296
26,Asian,Mid,Gold,64025.91,11174.24,3,1681.68,248474.4,269465.47,293648.27,50265.67,11272.06,398887.63,0,2,3,1,2020,635825.7100000001,649043.71,-13217.999999999884,10.137203985074166
36,European,Mid,Gold,236680.12,26152.72,1,739.02,648040.93,60731.76,61695.76,42338.72,25412.03,1269826.03,2,4,3,2,2019,216330.99,1918605.98,-1702274.99,8.106325026368923
50,American,Low,Jade,169087.17,46738.2,3,1438.04,1324814.92,922185.42,298549.24,328404.16,50216.03,749636.02,0,2,3,1,1999,1646093.05,2075888.98,-429795.92999999993,12.277034265816855
46,European,High,Jade,311847.87,10870.86,1,4108.37,1132511.02,324404.48,251504.6,99435.44,64098.16,1324815.11,2,3,3,1,1999,750313.54,2461434.5,-1711120.96,7.893061767585586
55,European,Low,Gold,47981.48,11337.46,1,2650.17,270267.21,1084086.7,703705.4,140931.27,15656.93,586768.09,2,2,3,2,2005,1955717.76,859685.47,1096032.29,17.917026944562775
29,American,Mid,Jade,140614.48,18945.08,1,4566.36,629518.29,329466.05,287226.81,145978.8,23365.74,674003.53,0,3,4,2,2020,804982.4799999999,1308088.1800000002,-503105.7000000003,9.302656312493564
50,European,High,Jade,225930.71,25768.05,1,4142.61,552212.2,474054.31,368148.56,134802.89,17859.2,596107.5,1,2,4,2,2015,1020633.01,1152462.31,-131829.30000000005,5.100954668800891
50,American,Low,Jade,348711.69,10768.48,2,4303.04,1852223.05,1453804.31,628672.14,378382.04,92880.63,2806941.74,0,3,1,2,2003,2564507.6,4663467.83,-2098960.23,13.373419830003405
46,Asian,Mid,Silver,291586.71,12144.92,2,5140.43,1121859.89,635576.56,399082.96,404551.87,3016.85,694409.34,1,5,2,1,2014,1454373.1600000001,1821409.6599999997,-367036.49999999953,6.246545530144359
68,Australian,High,Jade,116238.09,53102.4,1,1413.9,752085.34,90992.64,81155.6,50586.99,34716.74,781662.31,2,3,3,1,2021,310554.37,1535161.55,-1224607.1800000002,13.207043835630817
50,European,High,Silver,131067.01,15853.86,3,968.7,127564.75,218455.09,136997.26,214604.36,14572.39,170368.78,0,1,4,1,2006,600482.96,298902.23,301580.73,2.2805298602600304
58,European,Mid,Gold,86055.55,34408.44,1,349.5,537839.54,279314.42,215374.98,150224.05,33769.68,173255.26,2,2,1,2,2006,713091.5700000001,711444.3,1647.2700000000186,8.267268061153523
17,European,Low,Gold,97432.26,6109.81,1,480.91,213847.08,203074.46,112086.55,18395.38,28841.0,819449.32,3,1,1,2,2002,368507.2,1033777.3099999999,-665270.1099999999,10.610215856637216
53,Asian,Mid,Platinum,162007.5,11857.04,1,1583.6,350347.68,88823.51,132397.31,24284.01,6166.27,184135.53,2,2,1,2,2020,263528.14,536066.8099999999,-272538.6699999999,3.30890119284601
80,American,High,Jade,96994.77,12016.69,1,5789.98,1005650.35,670727.85,284949.74,188724.4,10233.14,1324654.98,2,1,2,2,2020,1166651.8199999998,2336095.31,-1169443.4900000002,24.084755394543436
35,American,Low,Silver,161205.73,29036.0,2,4269.23,780104.62,278287.04,172459.58,269977.63,31515.76,676672.96,1,2,2,1,2009,781276.01,1461046.81,-679770.8,9.063243657654104
41,Asian,Mid,Jade,51237.92,15311.94,1,2470.24,464882.52,265391.68,118350.34,165798.07,28183.65,530779.27,1,1,3,1,2007,593035.68,998132.03,-405096.35,19.48033858517286
58,Australian,Mid,Gold,266528.75,24360.19,3,7274.74,1237588.24,0.0,0.0,0.0,70622.8,430784.69,1,4,3,2,2019,94982.99,1675647.67,-1580664.68,6.286930284256389
58,Asian,High,Jade,294510.42,50943.2,2,386.52,227473.12,572521.48,435438.87,330127.18,41136.99,288926.03,2,3,3,2,2019,1430167.72,516785.67000000004,913382.0499999999,1.7547279651429653
73,American,High,Platinum,42998.48,9205.2,1,755.89,194924.86,981961.69,453847.84,341623.65,42706.72,107099.05,1,1,3,2,1999,1829345.1,302779.8,1526565.3,7.04163961144673
23,Australian,Mid,Jade,58825.36,33834.06,3,5528.43,351066.78,684283.25,542262.2,128077.17,55100.62,823596.5,0,2,3,1,2006,1443557.3,1180191.71,263365.5900000001,20.062634720807488
47,African,High,Jade,151760.17,54693.79,1,2938.66,304776.8,489210.03,495563.4,167729.15,23124.79,340573.58,3,3,3,1,2016,1230321.1600000001,648289.04,582032.1200000001,4.2717996428180065
24,European,High,Jade,142413.0,21747.0,1,800.73,571830.65,183586.56,130287.23,165820.12,18910.31,86948.8,1,2,3,1,2010,520351.22,659580.18,-139228.96000000008,4.6314604706031055
45,European,Low,Silver,185141.25,37344.75,2,7615.31,890869.69,470005.08,94001.02,177661.92,50530.31,1908982.5,1,3,4,2,1999,829543.0800000001,2807467.5,-1977924.42,15.16392214052784
37,European,High,Gold,140464.07,19960.6,1,1579.63,384162.75,268653.24,236089.21,102576.69,22157.12,721889.86,0,1,4,1,2020,649436.8599999999,1107632.24,-458195.3800000001,7.885520047938237
27,American,Low,Gold,167973.75,3960.75,2,216.75,487484.01,322763.99,128156.29,360356.5,43862.04,572829.45,0,3,1,1,2021,859099.5700000001,1060530.21,-201430.6399999999,6.313666331792914
35,European,High,Gold,148323.72,30757.47,1,1375.81,17385.35,65615.31,68138.98,63848.75,6409.94,367943.19,3,1,2,1,2014,234770.44999999998,386704.35,-151933.9,2.607164585677867
38,European,Mid,Jade,56445.0,38555.0,1,836.97,521608.95,163906.23,168657.14,61999.31,19965.15,735328.52,1,2,3,2,1996,453082.83,1257774.44,-804691.6099999999,22.283186110372927
67,European,Mid,Silver,205039.92,13897.96,1,51.77,325697.12,256902.3,243200.84,56621.27,36539.57,963984.36,3,2,4,2,2008,607161.94,1289733.25,-682571.31,6.290156814341324
69,American,High,Silver,90748.37,51605.88,2,5863.85,956318.83,1324552.52,496707.19,411757.53,32807.22,758524.67,2,3,1,2,2018,2317430.3400000003,1720707.35,596722.9900000002,18.961303106601257
21,Asian,High,Jade,439739.98,19769.88,2,10072.42,1639317.95,291883.22,138764.15,86416.57,105831.1,2184161.22,2,5,1,2,2020,642664.92,3833551.59,-3190886.67,8.717769055249423
45,European,High,Silver,183800.06,16059.8,1,7693.45,897683.93,997276.08,609023.56,156823.57,15991.3,1702092.75,0,2,1,1,2011,1795174.3100000003,2607470.13,-812295.8199999996,14.18644874218213
36,Asian,Low,Jade,330725.4,32644.92,2,1609.84,198857.89,1374639.73,911889.72,291940.81,19618.26,1464692.96,1,3,2,2,2019,2630733.44,1665160.69,965572.75,5.03487391654829
77,Asian,Low,Jade,140928.74,23891.34,1,4521.99,818215.7,73199.45,53622.85,19210.6,38498.69,1156314.01,1,2,2,2,2012,208422.93,1979051.7,-1770628.77,14.04292481434234
62,Asian,Mid,Jade,155712.08,27671.77,1,3621.6,938493.75,557439.61,127657.93,169785.04,55223.94,849689.45,3,2,3,1,2008,937778.29,1791804.7999999998,-854026.5099999998,11.507166303346535
84,American,Low,Gold,111451.97,27992.25,1,3143.09,1151039.76,1146054.37,358141.99,268606.49,37472.45,1427909.18,1,1,3,2,2006,1838267.55,2582092.0300000003,-743824.4800000002,23.167755850345223
63,Asian,High,Silver,38204.32,31586.8,1,1636.2,186596.29,168330.37,138330.9,14733.07,31159.71,180635.27,0,1,3,2,1995,384140.85000000003,368867.76,15273.090000000026,9.655132194474342
59,European,Low,Silver,124157.09,19103.04,1,1497.96,149171.0,283228.4,251315.34,152025.84,3922.81,95380.72,2,2,3,2,1995,709595.43,246049.68,463545.75000000006,1.9817610093793274
71,African,High,Silver,69702.8,14574.56,1,381.89,182134.76,686320.34,393624.9,111022.41,26204.59,885319.28,2,1,3,1,2018,1231746.8,1067835.9300000002,163910.86999999988,15.31984267489972
64,Australian,High,Jade,68808.96,19788.6,1,436.8,633474.24,289579.71,318537.68,65651.86,17851.26,644133.0,3,2,3,1,1999,711409.11,1278044.04,-566634.93,18.573802597801215
48,European,Low,Gold,198144.54,21909.76,1,680.93,661792.34,334496.43,264601.66,246379.09,12214.8,619387.45,2,2,3,2,2005,879601.74,1281860.72,-402258.98,6.469321435755938
69,European,Mid,Jade,365061.54,66156.81,2,7934.19,1427743.07,1030675.81,675569.02,165774.24,10951.62,1021801.33,2,3,4,1,2003,1949127.5000000002,2457478.59,-508351.0899999996,6.731683074585178
35,Australian,Low,Gold,292505.42,30841.17,3,4211.93,1226789.57,300043.59,128018.6,315565.84,46355.21,1636680.63,2,4,4,1,2001,820824.41,2867682.13,-2046857.7199999997,9.803859805401213
79,European,Low,Jade,190359.19,43977.92,1,2400.71,419167.41,1641146.99,554753.91,360590.04,9895.47,326361.21,0,2,1,2,2015,2610364.33,747929.3300000001,1862435.0,3.9290424066208733
25,European,Mid,Jade,87282.0,14192.4,1,1574.98,54129.56,37028.98,16336.31,22362.6,25871.08,277114.82,1,1,2,2,2020,115791.37,332819.36,-217027.99,3.813150019477097
19,American,Mid,Gold,218710.79,31230.16,3,435.52,82605.22,169348.07,116600.31,115934.02,20304.61,113440.55,2,2,3,2,2019,453417.17,196481.29,256935.87999999998,0.8983612102539614
75,American,Low,Jade,72773.48,15015.84,1,2434.49,668113.81,570888.34,141615.71,258802.72,11239.1,459593.77,3,1,4,2,2003,997561.7099999998,1130142.07,-132580.36000000022,15.52958673956502
28,American,Mid,Gold,386244.55,8012.94,1,3159.73,373659.25,1962821.31,1169340.35,204912.98,82324.43,2425811.26,0,3,1,1,2014,3427412.0100000002,2802630.2399999998,624781.7700000005,7.256103005207452
60,African,High,Jade,96691.35,33530.28,1,1738.54,210320.07,117721.19,42326.72,52167.68,29458.06,955110.96,1,1,1,2,2008,275203.93,1167169.57,-891965.6400000001,12.071085676226467
78,European,High,Jade,280286.64,42697.75,1,4942.67,153326.81,611071.7,503235.52,197699.67,21493.68,1007843.8,0,4,1,1,2021,1376198.3199999998,1166113.28,210085.0399999998,4.160431192867416
38,European,Mid,Jade,291861.24,56320.23,1,2730.31,479875.3,2129776.63,1425441.05,281734.23,81122.18,1724351.3,0,2,2,1,2014,3974394.32,2206956.91,1767437.4099999997,7.561664954209062
81,African,High,Jade,156567.36,42980.4,1,5084.18,157441.81,1279046.54,264265.82,562886.19,12178.65,641863.13,3,2,2,2,2001,2161357.5999999996,804389.12,1356968.4799999995,5.137655255859204
24,Asian,Mid,Gold,118836.19,21423.29,2,4759.52,1158652.64,774143.81,213019.44,358651.99,28162.15,1554596.09,2,2,3,2,1999,1395400.68,2718008.25,-1322607.57,22.871889867892936
38,Asian,High,Silver,396733.64,25861.14,1,2649.36,376264.9,995012.7,398005.08,168867.87,73637.1,822363.67,0,3,3,1,2010,1661383.89,1201277.9300000002,460105.95999999973,3.0279205211839364
69,European,Low,Jade,236387.58,46675.85,2,1924.16,687541.73,243023.26,246263.57,80100.47,10340.85,852689.18,1,2,3,2,2021,626404.0,1542155.07,-915751.0700000001,6.5238413541016
64,African,High,Jade,98927.54,18538.3,1,3663.88,778915.68,533403.62,89497.25,284601.26,52403.51,1371205.61,0,1,3,2,2020,978443.9400000001,2153785.17,-1175341.23,21.77134061960906
